Common name,Species,Full taxonomy,Description
red-tailed hawk,buteo jamaicensis,Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Buteo_Buteo jamaicensis,"Red-tailed hawks, especially those in the West, have a very variable plumage, including reddish brown and dark phases. Their wings are long and broad and their tails short and wide. Most have light colored breasts with dark streaks making a mottled ""belly-band"". Most of them have dark brown heads. Their underwings are mottled light and dark. They all have a dark band on the outside edge of the inner underwings, called the ""patagial"" markings. On most adults the upper side of their tail is deep rufous. Lighter birds often feature a faint white ""V"" as part of their back-feathers, as seen when they are perching. Juveniles don't have a red tail."
brazilian tapir,tapirus terrestris,Animalia_Chordata_Vertebrata_Mammalia_Perissodactyla_Tapiridae_Tapirus_Tapirus terrestris,"Brazilian tapir is a species of rhinocero family with a characteristic fleshy trunk, which prehensile and able to grasp objects such as leaves. The trunk of this animal also serves as a snorkel, when the tapir swims. Brazilian tapir was recognized as a separate species in 1758 by Western scientists. Otherwise known as Lowland or South American, this animal is endemic to South American forests. This large mammal currently has the largest area of distribution among all tapirs and is the least threatened species of its genus, which is made up of odd-toed ungulates. The latter exhibit 3 toes on each of their hind feet and 4 toes on either forefoot."
mallard,anas platyrhynchos,Animalia_Chordata_Aves_Anseriformes_Anatidae_Anas_Anas platyrhynchos,"The magnificent Mallard is one of the most recognizable bird species around the world. When flying, the bird displays a purplish-blue speculum, which is outlined in white. Males of this species are particularly colorful. Breeding males have a yellow beak, dark brown chest, black and white tail as well as bright green head and neck. They exhibit a white ring at the base of their neck. In addition, the sides of breeding males and most of their wings are gray. On the other hand, plumage of female mallards and non-breeding males is less vivid and colorful. The overall plumage of female mallards is spotted with tan and brown patches, the head is a lighter tan, showing dark bands near the crown and eyes. Females have orange colored beak, covered with dark spots. Females and non-breeding males generally look alike, though the latters have yellowish beak."
long-finned pilot whale,globicephala melas,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Cetacea_Delphinidae_Globicephala_Globicephala melas,Long-finned pilot whales are large species of oceanic dolphin. They take their name from their unusually long pectoral fins. These whales have a bulbous forehead. They are black or dark grey in colour with light-grey or white markings on the throat and belly regions. The light grey patch found on the throat of pilot whales forms the shape of an anchor. Pilot whales are toothed whales and have a single blowhole. Females in this species are smaller than males.
black-crowned night heron,nycticorax nycticorax,Animalia_Chordata_Aves_Neornithes_Neognathae_Neoaves_Pelecaniformes_Ardeidae_Nycticorax_Nycticorax nycticorax,"The Black-crowned night heron has a stocky appearance, as if hunched over, the head tucked down into the shoulders, and it is usually seen with this posture. Its legs and neck are much shorter than those of other herons. This bird is most active at dusk or at night, their ghostly forms flying from their daytime roosts to the wetlands where they forage. Adults have striking gray-and-black plumage with long white head plumes. These birds breed in colonies, their stick nests usually being built over water. This species lives in a wide range of fresh, salt, or brackish wetlands and they are the world’s most widespread heron."
common buzzard,buteo buteo,Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Buteo_Buteo buteo,"The Common buzzard, a medium sized raptor, is found across Europe and Asia, and in Africa in the winter months. It is the UK’s commonest bird of prey, found in nearly every county. Due to their large size and their brown color, they are often confused with other species, especially the Red kite and the Golden eagle. They may look the same from a distance, but the Common buzzard has a very distinctive call, like a cat’s mew, and a distinctive flying shape. When soaring and gliding, the tail is fanned and its wings are often held in a shallow 'V'. The color of individuals varies from dark brown to much lighter, though they all have a finely barred tail and dark wingtips."
siamang gibbon,symphalangus syndactylus,Animalia_Chordata_Vertebrata_Mammalia_Primates_Haplorhini_Simiiformes_Hylobatidae_Symphalangus_Symphalangus syndactylus,"The largest of gibbon species, which are sometimes known as the ‘lesser apes’, Siamang gibbons are known for their graceful movement from tree to tree and impressive emotive calls. They sometimes grow to double in size compared to other gibbons. Siamang gibbons have shaggy black fur, except for a gray area around their chin and mouth. Infants are entirely black. Males and females are similar in appearance. Their large naked throat sac acts as a resonator for penetratingly loud, deep, and expressive sounds."
australian sea lion,neophoca cinerea,Animalia_Chordata_Vertebrata_Mammalia_Carnivora_Caniformia_Pinnipedia_Otariidae_Neophoca_Neophoca cinerea,"The Australian sea lion is a species of sea mammals. Males are enormously large, reaching a huge size: sometimes they can be 3 times bigger than females. Other distinctive features of these sea lions are: muzzles - tapered, long and narrow; sagittal crests on their skulls; extremely small ears, lying close to their heads. Males of the Australian sea lion are dark brown in color whereas females are silver. Young are also dark brown, having dark mask on their face and a pale crown."
red slender loris,loris tardigradus,Animalia_Chordata_Vertebrata_Mammalia_Primates_Strepsirrhini_Lorisidae_Loris_Loris tardigradus,"The Red slender loris has a curious appearance, being a small primate with very big red eyes, rounded ears, and arms and legs which are long and slim. Its large eyes that face forward, giving it excellent night vision as well as superb depth perception. It uses its hands and feet skillfully and they are well adapted to climbing amongst the trees of its habitat. They have an opposable big toe on each foot, producing a pincer-like grip."
commerson's dolphin,cephalorhynchus commersonii,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Cetacea_Delphinidae_Cephalorhynchus_Cephalorhynchus commersonii,"Commerson's dolphins are small oceanic dolphins. They are named after French naturalist Dr. Philibert Commerson, who first described them in 1767 after sighting them in the Strait of Magellan. These dolphins have a black head, dorsal fin, and fluke, with a white throat and body. Their black and white pattern varies with age, sex, and geographic location. The appearance of these dolphins resembles that of a porpoise, but the conspicuous behaviour of Commerson's dolphins is typical of a dolphin. Males and females are easily distinguished by the different shape of the black blotch on the belly. It is shaped like a teardrop in males but is more rounded in females."
