Common name,Species,Full taxonomy,Description
american mink,neovison vison,Animalia_Chordata_Vertebrata_Mammalia_Carnivora_Caniformia_Mustelidae_Mustelinae_Neovison_Neovison vison,"The American mink is considered by some as the cutest member in the weasel family. Its name is derived from the Swedish word ‘meank’. These animals are native to North America. Being part of the weasel family, they are similar to many weasels in physique. They are typically harvested for their fur, which is of excellent color and quality. Their thick glossy coat is usually brown to black all over its body, and the hairs are waterproof and oily, and there is a white patch under its chin and throat."
hoary marmot,marmota caligata,Animalia_Chordata_Vertebrata_Mammalia_Rodentia_Sciuridae_Marmota_Marmota caligata,"Hoary marmots are largest North American ground squirrels. The word ""hoary"" refers to the silver-gray fur on their shoulders and upper back; the remainder of the upper parts have drab- or reddish-brown fur. The head is black on the upper surface, with a white patch on the muzzle, white fur on the chin and around the lips. The feet and lower legs are black, sometimes with white patches on the forefeet. The tail is long, slightly flattened, and covered with dense fur."
douglas squirrel,tamiasciurus douglasii,Animalia_Chordata_Vertebrata_Mammalia_Rodentia_Sciuridae_Tamiasciurus_Tamiasciurus douglasii,"The Douglas squirrel is a rodent, native to British Columbia. This species is otherwise called 'the pine squirrel' and 'chickaree'. The Douglas squirrels are distinguished by their orange colored front teeth that never stop growing. Hence, they constantly control the length of their teeth so that they don't overgrow. Within their range, the Douglas squirrels compete with the introduced species of the Eastern grey squirrel."
kob,kobus kob,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Bovidae_Kobus_Kobus kob,"The Kob is a species of antelope native to more than 15 African countries. They resemble the impala but are more heavily built. Males are more robust than females and have horns. Kobs are typically golden to reddish-brown in color. Their throat patch, eye ring, and inner ear are white, and the forelegs are black at the front. Males get darker as they get older."
vervet monkey,chlorocebus pygerythrus,Animalia_Chordata_Vertebrata_Mammalia_Primates_Haplorhini_Simiiformes_Cercopithecidae_Chlorocebus_Chlorocebus pygerythrus,"The Vervet monkey is of medium to large size and has a black-tipped tail which is often longer than its body. Its fur is olive or gray, lighter on the underside. Its hands and feet are black, as are its ears and face. Its face has a white band above it, framed with white cheek tufts. Its arms and legs are long, about the same length as each other, to enable the monkey to walk with ease on all fours while on the ground, and this actually makes it quite speedy when running. The males tend to be bigger than the females and are easily distinguishable, with their bright blue testicles."
southern alligator lizard,elgaria multicarinata,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Anguidae_Elgaria_Elgaria multicarinata,"Southern alligator lizards are native to the Pacific coast of North America. They have a round thick body with small legs and a long somewhat prehensile tail that can be twice as long as the lizard's body. Like many lizards, this species can drop its tail if attacked. The color of Southern alligator lizards is variable and can be brown, gray, green, or yellowish above, often with red blotches in the middle of the back. Usually, there are between 9 and 13 dark crossbands on the back, sides, and tail, with adjacent white spots. These crossbands can be pronounced or covered with a reddish or yellowish color. The scales of Southern alligator lizards are keeled on the back, sides, and legs. There is a band of smaller granular scales that separates the larger scales on the back and stomach, creating a fold along each side of the animal. These folds allow the body to expand to hold food or eggs."
hawksbill sea turtle,eretmochelys imbricata,Animalia_Chordata_Vertebrata_Reptilia_Testudines_Cryptodira_Americhelydia_Cheloniidae_Eretmochelys_Eretmochelys imbricata,"The hawksbill is a small sea turtle. The young have a heart-shaped shell. As they grow, their shells become longer. All of these turtles, except very old ones, have serrations on the lateral and hind areas of their shells. Their heads are V-shaped, which gives them the look of birds’ beaks. There are 5 features that distinguish hawksbill sea turtles from other sea turtles. There are two sets of prefrontal scales on their heads, they have two claws on their forelimbs, their shells have thick, overlapping plates on the back, and four pairs underneath, and the shape of their mouths is different. Males have brighter pigmentation, a concave chest area, a thicker tail and long claws."
scissor-tailed flycatcher,tyrannus forficatus,Animalia_Chordata_Aves_Passeriformes_Tyrannidae_Tyrannus_Tyrannus forficatus,"The Scissor-tailed flycatcher is a long-tailed graceful bird found in North and Central America. Adult birds have pale gray heads and upper parts, light underparts, salmon-pink flanks, and undertail coverts. The wings are dark gray and a patch on underwing coverts is red. Their extremely long, forked tails, which are black on top and white on the underside, are characteristic and unmistakable. Immature birds are duller in color and have shorter tails."
black-headed gull,chroicocephalus ridibundus,Animalia_Chordata_Aves_Charadriiformes_Laridae_Chroicocephalus_Chroicocephalus ridibundus,"Black-headed gulls are small and one of the most abundant gulls in much of Europe and Asia, and also in eastern Canada. In summer adult birds have a chocolate-brown head (not black, although it does look black from a distance), pale grey body, black tips to the primary wing feathers, and red bill and legs. The hood is lost in winter, leaving just two dark spots. Immature birds have a mottled pattern of brown spots over most of their body."
american crow,corvus brachyrhynchos,Animalia_Chordata_Aves_Passeriformes_Corvidae_Corvus_Corvus brachyrhynchos,"American crow is a common glossy, black bird throughout North America. Feathers of American crow are shiny and varicolored while their bills are black, solid and strong, bent backwards in the end. Nostrils are covered with rough and stiff plumage. Young and adult crows are the same size, though eyes of young are blue and their mouths are pink inside. With growing up their eyes and mouths become darker. Young are also identified by sharpened, symmetric end of tails while adults’ feathers on the end of tails are wide open and rounded. In addition, during the first winter and spring of their lives, wings and tails of youngsters are irregularly covered with brown colored feathers. And then, when first molt happens, new growing hair is darker and shiny, thus giving young appearance of adults."
